ticker,name,sector,sub_industry,group,fiscal_year,filing_date,accession_number,extraction_method,data_quality,mda_word_count,ai_keyword_hits,ai_density_per1k,speculative_hits,speculative_score,operational_hits,operational_score,spec_vs_oper_ratio,ai_density_2023,status
HPQ,HP Inc.,Information Technology,"Technology Hardware, Storage & Peripherals",treatment,2024,2024-12-13,0000047217-24-000080,tenk_management_discussion,HIGH,6508.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4508,ok
HII,Huntington Ingalls Industries,Industrials,Aerospace & Defense,middle,2018,2019-02-14,0001501585-19-000005,tenk_management_discussion,HIGH,16010.0,4.0,0.2498,3.0,0.1874,0.0,0.0,2.0,0.0658,ok
HII,Huntington Ingalls Industries,Industrials,Aerospace & Defense,middle,2019,2020-02-13,0001501585-20-000011,tenk_management_discussion,HIGH,15815.0,5.0,0.3162,2.0,0.1265,0.0,0.0,2.0,0.0658,ok
HII,Huntington Ingalls Industries,Industrials,Aerospace & Defense,middle,2020,2021-02-11,0001501585-21-000008,tenk_management_discussion,HIGH,16983.0,2.0,0.1178,0.0,0.0,1.0,0.0589,0.0,0.0658,ok
HII,Huntington Ingalls Industries,Industrials,Aerospace & Defense,middle,2021,2022-02-10,0001501585-22-000007,tenk_management_discussion,HIGH,15265.0,4.0,0.262,4.0,0.262,0.0,0.0,2.0,0.0658,ok
HII,Huntington Ingalls Industries,Industrials,Aerospace & Defense,middle,2022,2023-02-09,0001501585-23-000010,tenk_management_discussion,HIGH,14322.0,5.0,0.3491,3.0,0.2095,1.0,0.0698,2.0,0.0658,ok
HII,Huntington Ingalls Industries,Industrials,Aerospace & Defense,middle,2023,2024-02-01,0001501585-24-000007,tenk_management_discussion,HIGH,10174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0658,ok
HII,Huntington Ingalls Industries,Industrials,Aerospace & Defense,middle,2024,2025-02-06,0001501585-25-000006,tenk_management_discussion,HIGH,9741.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0658,ok
IBM,IBM,Information Technology,IT Consulting & Other Services,treatment,2018,2019-02-26,0001047469-19-000712,full_text_fallback,LOW,15662.0,13.0,0.83,1.0,0.0638,4.0,0.2554,0.25,0.7297,ok
IBM,IBM,Information Technology,IT Consulting & Other Services,treatment,2019,2020-02-25,0001558370-20-001334,full_text_fallback,LOW,24217.0,12.0,0.4955,1.0,0.0413,6.0,0.2478,0.1667,0.7297,ok
IBM,IBM,Information Technology,IT Consulting & Other Services,treatment,2020,2021-02-23,0001558370-21-001489,full_text_fallback,LOW,20757.0,5.0,0.2409,1.0,0.0482,1.0,0.0482,1.0,0.7297,ok
IBM,IBM,Information Technology,IT Consulting & Other Services,treatment,2021,2022-02-22,0001558370-22-001584,full_text_fallback,LOW,20106.0,6.0,0.2984,1.0,0.0497,1.0,0.0497,1.0,0.7297,ok
IBM,IBM,Information Technology,IT Consulting & Other Services,treatment,2022,2023-02-28,0001558370-23-002376,full_text_fallback,LOW,19921.0,6.0,0.3012,1.0,0.0502,1.0,0.0502,1.0,0.7297,ok
IBM,IBM,Information Technology,IT Consulting & Other Services,treatment,2023,2024-02-26,0000051143-24-000012,full_text_fallback,LOW,20039.0,4.0,0.1996,0.0,0.0,0.0,0.0,0.0,0.7297,ok
IBM,IBM,Information Technology,IT Consulting & Other Services,treatment,2024,2025-02-25,0000051143-25-000015,full_text_fallback,LOW,20585.0,12.0,0.5829,2.0,0.0972,6.0,0.2915,0.3333,0.7297,ok
INTC,Intel,Information Technology,Semiconductors,treatment,2018,2019-02-01,0000050863-19-000007,full_text_fallback,LOW,56288.0,32.0,0.5685,19.0,0.3375,5.0,0.0888,2.0,1.0556,ok
INTC,Intel,Information Technology,Semiconductors,treatment,2019,2020-01-24,0000050863-20-000011,full_text_fallback,LOW,58895.0,51.0,0.8659,29.0,0.4924,11.0,0.1868,2.0,1.0556,ok
INTC,Intel,Information Technology,Semiconductors,treatment,2020,2021-01-22,0000050863-21-000010,full_text_fallback,LOW,64344.0,40.0,0.6217,23.0,0.3575,8.0,0.1243,2.0,1.0556,ok
INTC,Intel,Information Technology,Semiconductors,treatment,2021,2022-01-27,0000050863-22-000007,full_text_fallback,LOW,65786.0,43.0,0.6536,22.0,0.3344,8.0,0.1216,2.0,1.0556,ok
INTC,Intel,Information Technology,Semiconductors,treatment,2022,2023-01-27,0000050863-23-000006,full_text_fallback,LOW,68834.0,36.0,0.523,20.0,0.2906,5.0,0.0726,2.0,1.0556,ok
INTC,Intel,Information Technology,Semiconductors,treatment,2023,2024-01-26,0000050863-24-000010,full_text_fallback,LOW,68899.0,41.0,0.5951,24.0,0.3483,6.0,0.0871,2.0,1.0556,ok
INTC,Intel,Information Technology,Semiconductors,treatment,2024,2025-01-31,0000050863-25-000009,full_text_fallback,LOW,67238.0,31.0,0.461,14.0,0.2082,6.0,0.0892,2.0,1.0556,ok
INTU,Intuit,Information Technology,Application Software,treatment,2018,2018-08-31,0000896878-18-000171,tenk_management_discussion,HIGH,8831.0,2.0,0.2265,0.0,0.0,2.0,0.2265,0.0,1.1498,ok
INTU,Intuit,Information Technology,Application Software,treatment,2019,2019-08-30,0000896878-19-000132,tenk_management_discussion,HIGH,8644.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1498,ok
INTU,Intuit,Information Technology,Application Software,treatment,2020,2020-08-31,0000896878-20-000148,tenk_management_discussion,HIGH,8276.0,1.0,0.1208,0.0,0.0,0.0,0.0,0.0,1.1498,ok
INTU,Intuit,Information Technology,Application Software,treatment,2021,2021-09-08,0000896878-21-000233,tenk_management_discussion,HIGH,9012.0,1.0,0.111,0.0,0.0,0.0,0.0,0.0,1.1498,ok
INTU,Intuit,Information Technology,Application Software,treatment,2022,2022-09-02,0000896878-22-000028,tenk_management_discussion,HIGH,9344.0,1.0,0.107,0.0,0.0,0.0,0.0,0.0,1.1498,ok
INTU,Intuit,Information Technology,Application Software,treatment,2023,2023-09-01,0000896878-23-000034,tenk_management_discussion,HIGH,9311.0,1.0,0.1074,0.0,0.0,0.0,0.0,0.0,1.1498,ok
INTU,Intuit,Information Technology,Application Software,treatment,2024,2024-09-04,0000896878-24-000039,tenk_management_discussion,HIGH,9723.0,1.0,0.1028,0.0,0.0,0.0,0.0,0.0,1.1498,ok
IQV,IQVIA,Health Care,Life Sciences Tools & Services,control,2018,2019-02-19,0001564590-19-003180,tenk_management_discussion,HIGH,11567.0,2.0,0.1729,1.0,0.0865,0.0,0.0,2.0,0.0159,ok
IQV,IQVIA,Health Care,Life Sciences Tools & Services,control,2019,2020-02-18,0001564590-20-004901,tenk_management_discussion,HIGH,6359.0,2.0,0.3145,1.0,0.1573,0.0,0.0,2.0,0.0159,ok
IQV,IQVIA,Health Care,Life Sciences Tools & Services,control,2020,2021-02-12,0001478242-21-000020,tenk_management_discussion,HIGH,6577.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0159,ok
IQV,IQVIA,Health Care,Life Sciences Tools & Services,control,2021,2022-02-16,0001478242-22-000041,tenk_management_discussion,HIGH,6657.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0159,ok
IQV,IQVIA,Health Care,Life Sciences Tools & Services,control,2022,2023-02-15,0001478242-23-000044,tenk_management_discussion,HIGH,6410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0159,ok
IQV,IQVIA,Health Care,Life Sciences Tools & Services,control,2023,2024-02-15,0001478242-24-000038,tenk_management_discussion,HIGH,8170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0159,ok
IQV,IQVIA,Health Care,Life Sciences Tools & Services,control,2024,2025-02-13,0001478242-25-000045,tenk_management_discussion,HIGH,7393.0,2.0,0.2705,2.0,0.2705,0.0,0.0,2.0,0.0159,ok
JKHY,Jack Henry & Associates,Financials,Transaction & Payment Processing Services,treatment,2018,2018-08-24,0000779152-18-000060,tenk_management_discussion,HIGH,7521.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.381,ok
JKHY,Jack Henry & Associates,Financials,Transaction & Payment Processing Services,treatment,2019,2019-08-26,0000779152-19-000048,tenk_management_discussion,HIGH,7332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.381,ok
JKHY,Jack Henry & Associates,Financials,Transaction & Payment Processing Services,treatment,2020,2020-08-25,0000779152-20-000064,tenk_management_discussion,HIGH,7568.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.381,ok
JKHY,Jack Henry & Associates,Financials,Transaction & Payment Processing Services,treatment,2021,2021-08-25,0000779152-21-000073,tenk_management_discussion,HIGH,6241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.381,ok
JKHY,Jack Henry & Associates,Financials,Transaction & Payment Processing Services,treatment,2022,2022-08-25,0000779152-22-000076,tenk_management_discussion,HIGH,5696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.381,ok
JKHY,Jack Henry & Associates,Financials,Transaction & Payment Processing Services,treatment,2023,2023-08-24,0000779152-23-000062,tenk_management_discussion,HIGH,5974.0,1.0,0.1674,0.0,0.0,1.0,0.1674,0.0,0.381,ok
JKHY,Jack Henry & Associates,Financials,Transaction & Payment Processing Services,treatment,2024,2024-08-26,0000779152-24-000079,tenk_management_discussion,HIGH,5434.0,1.0,0.184,0.0,0.0,1.0,0.184,0.0,0.381,ok
J,Jacobs Solutions,Industrials,Construction & Engineering,treatment,2018,2018-11-21,0000052988-18-000036,tenk_management_discussion,HIGH,10876.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.115,ok
J,Jacobs Solutions,Industrials,Construction & Engineering,treatment,2019,2019-11-25,0000052988-19-000069,tenk_management_discussion,HIGH,9350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.115,ok
J,Jacobs Solutions,Industrials,Construction & Engineering,treatment,2020,2020-11-24,0000052988-20-000070,tenk_management_discussion,HIGH,10350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.115,ok
J,Jacobs Solutions,Industrials,Construction & Engineering,treatment,2021,2021-11-23,0000052988-21-000065,tenk_management_discussion,HIGH,8633.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.115,ok
J,Jacobs Solutions,Industrials,Construction & Engineering,treatment,2022,2022-11-21,0000052988-22-000111,tenk_management_discussion,HIGH,7883.0,1.0,0.1269,0.0,0.0,0.0,0.0,0.0,0.115,ok
J,Jacobs Solutions,Industrials,Construction & Engineering,treatment,2023,2023-11-21,0000052988-23-000084,tenk_management_discussion,HIGH,9934.0,1.0,0.1007,0.0,0.0,0.0,0.0,0.0,0.115,ok
J,Jacobs Solutions,Industrials,Construction & Engineering,treatment,2024,2024-11-25,0000052988-24-000065,tenk_management_discussion,HIGH,8196.0,1.0,0.122,0.0,0.0,0.0,0.0,0.0,0.115,ok
JCI,Johnson Controls,Industrials,Building Products,treatment,2018,2018-11-20,0000833444-18-000053,tenk_management_discussion,HIGH,14875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1104,ok
JCI,Johnson Controls,Industrials,Building Products,treatment,2019,2019-11-21,0000833444-19-000051,tenk_management_discussion,HIGH,11637.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1104,ok
JCI,Johnson Controls,Industrials,Building Products,treatment,2020,2020-11-16,0000833444-20-000048,tenk_management_discussion,HIGH,10389.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1104,ok
JCI,Johnson Controls,Industrials,Building Products,treatment,2021,2021-11-15,0000833444-21-000046,tenk_management_discussion,HIGH,10057.0,1.0,0.0994,0.0,0.0,0.0,0.0,0.0,0.1104,ok
JCI,Johnson Controls,Industrials,Building Products,treatment,2022,2022-11-15,0000833444-22-000043,tenk_management_discussion,HIGH,10081.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1104,ok
JCI,Johnson Controls,Industrials,Building Products,treatment,2023,2023-12-14,0000833444-23-000048,tenk_management_discussion,HIGH,9933.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1104,ok
JCI,Johnson Controls,Industrials,Building Products,treatment,2024,2024-11-19,0000833444-24-000064,tenk_management_discussion,HIGH,10247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1104,ok
KEY,KeyCorp,Financials,Regional Banks,control,2018,2019-02-25,0000091576-19-000009,tenk_management_discussion,HIGH,22976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0103,ok
KEY,KeyCorp,Financials,Regional Banks,control,2019,2020-02-26,0000091576-20-000007,tenk_management_discussion,HIGH,22004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0103,ok
KEY,KeyCorp,Financials,Regional Banks,control,2020,2021-02-22,0000091576-21-000044,tenk_management_discussion,HIGH,23498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0103,ok
KEY,KeyCorp,Financials,Regional Banks,control,2021,2022-02-22,0000091576-22-000029,tenk_management_discussion,HIGH,21300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0103,ok
KEY,KeyCorp,Financials,Regional Banks,control,2022,2023-02-22,0000091576-23-000026,tenk_management_discussion,HIGH,20465.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0103,ok
KEY,KeyCorp,Financials,Regional Banks,control,2023,2024-02-22,0000091576-24-000040,tenk_management_discussion,HIGH,20218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0103,ok
KEY,KeyCorp,Financials,Regional Banks,control,2024,2025-02-21,0000091576-25-000038,tenk_management_discussion,HIGH,20594.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0103,ok
KEYS,Keysight Technologies,Information Technology,Electronic Equipment & Instruments,middle,2018,2018-12-18,0001601046-18-000030,tenk_management_discussion,HIGH,12116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2462,ok
KEYS,Keysight Technologies,Information Technology,Electronic Equipment & Instruments,middle,2019,2019-12-18,0001601046-19-000110,tenk_management_discussion,HIGH,11192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2462,ok
KEYS,Keysight Technologies,Information Technology,Electronic Equipment & Instruments,middle,2020,2020-12-17,0001601046-20-000154,tenk_management_discussion,HIGH,11431.0,3.0,0.2624,0.0,0.0,1.0,0.0875,0.0,0.2462,ok
KEYS,Keysight Technologies,Information Technology,Electronic Equipment & Instruments,middle,2021,2021-12-17,0001601046-21-000197,tenk_management_discussion,HIGH,10425.0,4.0,0.3837,0.0,0.0,0.0,0.0,0.0,0.2462,ok
KEYS,Keysight Technologies,Information Technology,Electronic Equipment & Instruments,middle,2022,2022-12-15,0001601046-22-000161,tenk_management_discussion,HIGH,10188.0,2.0,0.1963,0.0,0.0,0.0,0.0,0.0,0.2462,ok
KEYS,Keysight Technologies,Information Technology,Electronic Equipment & Instruments,middle,2023,2023-12-15,0001601046-23-000134,tenk_management_discussion,HIGH,10193.0,3.0,0.2943,1.0,0.0981,0.0,0.0,2.0,0.2462,ok
KEYS,Keysight Technologies,Information Technology,Electronic Equipment & Instruments,middle,2024,2024-12-17,0001601046-24-000159,tenk_management_discussion,HIGH,11168.0,4.0,0.3582,4.0,0.3582,1.0,0.0895,2.0,0.2462,ok
KLAC,KLA Corporation,Information Technology,Semiconductor Materials & Equipment,middle,2018,2018-08-06,0000319201-18-000045,tenk_management_discussion,HIGH,12575.0,2.0,0.159,0.0,0.0,1.0,0.0795,0.0,0.2753,ok
KLAC,KLA Corporation,Information Technology,Semiconductor Materials & Equipment,middle,2019,2019-08-16,0000319201-19-000031,tenk_management_discussion,HIGH,11856.0,2.0,0.1687,0.0,0.0,1.0,0.0843,0.0,0.2753,ok
KLAC,KLA Corporation,Information Technology,Semiconductor Materials & Equipment,middle,2020,2020-08-07,0000319201-20-000047,tenk_management_discussion,HIGH,12191.0,1.0,0.082,0.0,0.0,1.0,0.082,0.0,0.2753,ok
KLAC,KLA Corporation,Information Technology,Semiconductor Materials & Equipment,middle,2021,2021-08-06,0000319201-21-000029,tenk_management_discussion,HIGH,11573.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2753,ok
KLAC,KLA Corporation,Information Technology,Semiconductor Materials & Equipment,middle,2022,2022-08-05,0000319201-22-000023,tenk_management_discussion,HIGH,10730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2753,ok
KLAC,KLA Corporation,Information Technology,Semiconductor Materials & Equipment,middle,2023,2023-08-04,0000319201-23-000031,tenk_management_discussion,HIGH,10483.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2753,ok
KLAC,KLA Corporation,Information Technology,Semiconductor Materials & Equipment,middle,2024,2024-08-05,0000319201-24-000021,tenk_management_discussion,HIGH,7653.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2753,ok
LH,Labcorp,Health Care,Health Care Services,middle,2018,2019-02-28,0000920148-19-000033,tenk_management_discussion,HIGH,11909.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0563,ok
LH,Labcorp,Health Care,Health Care Services,middle,2019,2020-03-05,0000920148-20-000016,full_text_fallback,LOW,2702.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0563,ok
LH,Labcorp,Health Care,Health Care Services,middle,2020,2021-02-25,0000920148-21-000018,tenk_management_discussion,HIGH,8976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0563,ok
LH,Labcorp,Health Care,Health Care Services,middle,2021,2022-02-25,0000920148-22-000015,tenk_management_discussion,HIGH,6257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0563,ok
LH,Labcorp,Health Care,Health Care Services,middle,2022,2023-02-28,0000920148-23-000017,tenk_management_discussion,HIGH,7081.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0563,ok
LH,Labcorp,Health Care,Health Care Services,middle,2023,2024-02-26,0000920148-24-000014,tenk_management_discussion,HIGH,7650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0563,ok
LH,Labcorp,Health Care,Health Care Services,middle,2024,2025-02-25,0000920148-25-000032,tenk_management_discussion,HIGH,6525.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0563,ok
LRCX,Lam Research,Information Technology,Semiconductor Materials & Equipment,control,2018,2018-08-14,0000707549-18-000115,tenk_management_discussion,HIGH,7874.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0834,ok
LRCX,Lam Research,Information Technology,Semiconductor Materials & Equipment,control,2019,2019-08-20,0000707549-19-000124,tenk_management_discussion,HIGH,7229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0834,ok
LRCX,Lam Research,Information Technology,Semiconductor Materials & Equipment,control,2020,2020-08-18,0000707549-20-000138,tenk_management_discussion,HIGH,7330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0834,ok
LRCX,Lam Research,Information Technology,Semiconductor Materials & Equipment,control,2021,2021-08-17,0000707549-21-000136,tenk_management_discussion,HIGH,7073.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0834,ok
LRCX,Lam Research,Information Technology,Semiconductor Materials & Equipment,control,2022,2022-08-24,0000707549-22-000107,tenk_management_discussion,HIGH,5220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0834,ok
LRCX,Lam Research,Information Technology,Semiconductor Materials & Equipment,control,2023,2023-08-15,0000707549-23-000102,tenk_management_discussion,HIGH,5435.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0834,ok
LRCX,Lam Research,Information Technology,Semiconductor Materials & Equipment,control,2024,2024-08-29,0000707549-24-000106,tenk_management_discussion,HIGH,4169.0,1.0,0.2399,0.0,0.0,1.0,0.2399,0.0,0.0834,ok
LDOS,Leidos,Industrials,Diversified Support Services,control,2018,2019-02-19,0001336920-19-000004,tenk_management_discussion,HIGH,8846.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0169,ok
LDOS,Leidos,Industrials,Diversified Support Services,control,2019,2020-02-18,0001336920-20-000023,tenk_management_discussion,HIGH,6962.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0169,ok
LDOS,Leidos,Industrials,Diversified Support Services,control,2020,2021-02-23,0001336920-21-000010,tenk_management_discussion,HIGH,8452.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0169,ok
LDOS,Leidos,Industrials,Diversified Support Services,control,2021,2022-02-15,0001336920-22-000007,tenk_management_discussion,HIGH,6901.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0169,ok
LDOS,Leidos,Industrials,Diversified Support Services,control,2022,2023-02-14,0001336920-23-000015,tenk_management_discussion,HIGH,5906.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0169,ok
LDOS,Leidos,Industrials,Diversified Support Services,control,2023,2024-02-13,0001336920-24-000008,tenk_management_discussion,HIGH,5528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0169,ok
LDOS,Leidos,Industrials,Diversified Support Services,control,2024,2025-02-11,0001336920-25-000006,tenk_management_discussion,HIGH,5881.0,1.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0169,ok
LMT,Lockheed Martin,Industrials,Aerospace & Defense,control,2018,2019-02-08,0000936468-19-000009,tenk_management_discussion,HIGH,22105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0152,ok
LMT,Lockheed Martin,Industrials,Aerospace & Defense,control,2019,2020-02-07,0000936468-20-000016,tenk_management_discussion,HIGH,20119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0152,ok
LMT,Lockheed Martin,Industrials,Aerospace & Defense,control,2020,2021-01-28,0000936468-21-000013,tenk_management_discussion,HIGH,21450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0152,ok
LMT,Lockheed Martin,Industrials,Aerospace & Defense,control,2021,2022-01-25,0000936468-22-000008,tenk_management_discussion,HIGH,19367.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0152,ok
LMT,Lockheed Martin,Industrials,Aerospace & Defense,control,2022,2023-01-26,0000936468-23-000009,tenk_management_discussion,HIGH,19134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0152,ok
LMT,Lockheed Martin,Industrials,Aerospace & Defense,control,2023,2024-01-23,0000936468-24-000010,tenk_management_discussion,HIGH,15201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0152,ok
LMT,Lockheed Martin,Industrials,Aerospace & Defense,control,2024,2025-01-28,0000936468-25-000009,tenk_management_discussion,HIGH,15238.0,3.0,0.1969,1.0,0.0656,1.0,0.0656,1.0,0.0152,ok
LITE,Lumentum,Information Technology,Communications Equipment,middle,2018,2018-08-28,0001633978-18-000108,tenk_management_discussion,HIGH,9317.0,3.0,0.322,1.0,0.1073,0.0,0.0,2.0,0.2135,ok
LITE,Lumentum,Information Technology,Communications Equipment,middle,2019,2019-08-27,0001633978-19-000069,tenk_management_discussion,HIGH,10036.0,3.0,0.2989,1.0,0.0996,0.0,0.0,2.0,0.2135,ok
LITE,Lumentum,Information Technology,Communications Equipment,middle,2020,2020-08-25,0001633978-20-000011,tenk_management_discussion,HIGH,9580.0,3.0,0.3132,1.0,0.1044,0.0,0.0,2.0,0.2135,ok
LITE,Lumentum,Information Technology,Communications Equipment,middle,2021,2021-08-31,0001628280-21-017799,tenk_management_discussion,HIGH,10244.0,3.0,0.2929,1.0,0.0976,0.0,0.0,2.0,0.2135,ok
LITE,Lumentum,Information Technology,Communications Equipment,middle,2022,2022-08-24,0001628280-22-023617,tenk_management_discussion,HIGH,10725.0,3.0,0.2797,1.0,0.0932,0.0,0.0,2.0,0.2135,ok
LITE,Lumentum,Information Technology,Communications Equipment,middle,2023,2023-08-23,0001628280-23-030374,tenk_management_discussion,HIGH,11140.0,3.0,0.2693,1.0,0.0898,0.0,0.0,2.0,0.2135,ok
LITE,Lumentum,Information Technology,Communications Equipment,middle,2024,2024-08-21,0001628280-24-038024,tenk_management_discussion,HIGH,10731.0,5.0,0.4659,3.0,0.2796,0.0,0.0,2.0,0.2135,ok
MRSH,Marsh McLennan,Financials,Insurance Brokers,middle,2018,2019-02-21,0000062709-19-000010,tenk_management_discussion,HIGH,12844.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,ok
MRSH,Marsh McLennan,Financials,Insurance Brokers,middle,2019,2020-02-20,0000062709-20-000010,tenk_management_discussion,HIGH,12958.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,ok
MRSH,Marsh McLennan,Financials,Insurance Brokers,middle,2020,2021-02-17,0000062709-21-000008,tenk_management_discussion,HIGH,12864.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,ok
MRSH,Marsh McLennan,Financials,Insurance Brokers,middle,2021,2022-02-16,0000062709-22-000009,tenk_management_discussion,HIGH,10021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,ok
MRSH,Marsh McLennan,Financials,Insurance Brokers,middle,2022,2023-02-13,0000062709-23-000014,tenk_management_discussion,HIGH,10779.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,ok
MRSH,Marsh McLennan,Financials,Insurance Brokers,middle,2023,2024-02-12,0000062709-24-000016,tenk_management_discussion,HIGH,10939.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,ok
MRSH,Marsh McLennan,Financials,Insurance Brokers,middle,2024,2025-02-10,0000062709-25-000015,tenk_management_discussion,HIGH,11093.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,ok
MA,Mastercard,Financials,Transaction & Payment Processing Services,treatment,2018,2019-02-13,0001141391-19-000013,tenk_management_discussion,HIGH,8155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1948,ok
MA,Mastercard,Financials,Transaction & Payment Processing Services,treatment,2019,2020-02-14,0001141391-20-000032,tenk_management_discussion,HIGH,6757.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1948,ok
MA,Mastercard,Financials,Transaction & Payment Processing Services,treatment,2020,2021-02-12,0001141391-21-000018,tenk_management_discussion,HIGH,6819.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1948,ok
MA,Mastercard,Financials,Transaction & Payment Processing Services,treatment,2021,2022-02-11,0001141391-22-000023,tenk_management_discussion,HIGH,6803.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1948,ok
MA,Mastercard,Financials,Transaction & Payment Processing Services,treatment,2022,2023-02-14,0001141391-23-000020,tenk_management_discussion,HIGH,8101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1948,ok
MA,Mastercard,Financials,Transaction & Payment Processing Services,treatment,2023,2024-02-13,0001141391-24-000022,tenk_management_discussion,HIGH,7252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1948,ok
MA,Mastercard,Financials,Transaction & Payment Processing Services,treatment,2024,2025-02-12,0001141391-25-000011,tenk_management_discussion,HIGH,6940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1948,ok
MDT,Medtronic,Health Care,Health Care Equipment,treatment,2018,2019-06-21,0001613103-19-000028,tenk_management_discussion,HIGH,14317.0,10.0,0.6985,4.0,0.2794,3.0,0.2095,1.3333,0.2404,ok
MDT,Medtronic,Health Care,Health Care Equipment,treatment,2019,2020-06-19,0001613103-20-000021,tenk_management_discussion,HIGH,13637.0,7.0,0.5133,2.0,0.1467,0.0,0.0,2.0,0.2404,ok
MDT,Medtronic,Health Care,Health Care Equipment,treatment,2020,2021-06-25,0001613103-21-000027,tenk_management_discussion,HIGH,12357.0,7.0,0.5665,2.0,0.1619,0.0,0.0,2.0,0.2404,ok
